Account,Category,Amount,from_date,to_date,account_line_type
Interest Expense,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Office Expenses,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Subscriptions,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Travel - National,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,17 Riverview Rd Montmorency,0.0,2023-05-01,2023-05-31,Other
Sales,23 McMahons road Kinglake,139772.73,2023-05-01,2023-05-31,Income
Total Trading Income,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Income
Contractors,23 McMahons road Kinglake,37417.27,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,23 McMahons road Kinglake,36036.05,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,23 McMahons road Kinglake,380.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
License & Permits,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Superannuation,23 McMahons road Kinglake,1345.74,2023-05-01,2023-05-31,Other
Wages and Salaries,23 McMahons road Kinglake,12816.43,2023-05-01,2023-05-31,Other
Total Cost of Sales,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Income
Gross Profit,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Advertising,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Bank Fees,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Depreciation,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Filing fees,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Horse,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Interest Expense,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Office Expenses,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Subscriptions,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Travel - National,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,23 McMahons road Kinglake,0.0,2023-05-01,2023-05-31,Other
Sales,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Income
Total Trading Income,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Income
Contractors,29 Meruka Drive,334.4,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,29 Meruka Drive,194.45,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
License & Permits,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Superannuation,29 Meruka Drive,53.57,2023-05-01,2023-05-31,Other
Wages and Salaries,29 Meruka Drive,510.2,2023-05-01,2023-05-31,Other
Total Cost of Sales,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Income
Gross Profit,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Advertising,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Bank Fees,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Depreciation,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Filing fees,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Horse,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Interest Expense,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Office Expenses,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Subscriptions,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Travel - National,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,29 Meruka Drive,0.0,2023-05-01,2023-05-31,Other
Sales,6 Kerta Court Greensborough,29036.05,2023-05-01,2023-05-31,Income
Total Trading Income,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Income
Contractors,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,6 Kerta Court Greensborough,54.5,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
License & Permits,6 Kerta Court Greensborough,36.35,2023-05-01,2023-05-31,Other
Superannuation,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Wages and Salaries,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Total Cost of Sales,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Income
Gross Profit,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Advertising,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Bank Fees,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Depreciation,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Filing fees,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Horse,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Interest Expense,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Office Expenses,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Subscriptions,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Travel - National,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,6 Kerta Court Greensborough,0.0,2023-05-01,2023-05-31,Other
Sales,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Income
Total Trading Income,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Income
Contractors,6-8 Nokes Court,21810.0,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
License & Permits,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Superannuation,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Wages and Salaries,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Total Cost of Sales,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Income
Gross Profit,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Advertising,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Bank Fees,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Depreciation,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Filing fees,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Horse,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Interest Expense,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Office Expenses,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Subscriptions,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Travel - National,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,6-8 Nokes Court,0.0,2023-05-01,2023-05-31,Other
Sales,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Income
Total Trading Income,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Income
Contractors,6-8 Nokes Court Planning,7228.36,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
License & Permits,6-8 Nokes Court Planning,15295.0,2023-05-01,2023-05-31,Other
Superannuation,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Wages and Salaries,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Total Cost of Sales,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Income
Gross Profit,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Advertising,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Bank Fees,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Depreciation,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Filing fees,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Horse,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Interest Expense,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Office Expenses,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Subscriptions,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Travel - National,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,6-8 Nokes Court Planning,0.0,2023-05-01,2023-05-31,Other
Sales,7 Huntingfield Ct Eltham,41956.73,2023-05-01,2023-05-31,Income
Total Trading Income,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Income
Contractors,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,7 Huntingfield Ct Eltham,1937.05,2023-05-01,2023-05-31,Other
License & Permits,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Superannuation,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Wages and Salaries,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Total Cost of Sales,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Income
Gross Profit,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Advertising,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Bank Fees,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Depreciation,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Filing fees,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Horse,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Interest Expense,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Office Expenses,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Subscriptions,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Travel - National,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,7 Huntingfield Ct Eltham,0.0,2023-05-01,2023-05-31,Other
Sales,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Income
Total Trading Income,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Income
Contractors,85 Starling Road Diamond Creek Stage 1,13423.06,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,85 Starling Road Diamond Creek Stage 1,8379.71,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
License & Permits,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Superannuation,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Wages and Salaries,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Total Cost of Sales,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Income
Gross Profit,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Advertising,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Bank Fees,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Depreciation,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Filing fees,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Horse,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Interest Expense,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Office Expenses,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Subscriptions,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Travel - National,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,85 Starling Road Diamond Creek Stage 1,0.0,2023-05-01,2023-05-31,Other
Sales,90 Silver street Eltham,110813.82,2023-05-01,2023-05-31,Income
Total Trading Income,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Income
Contractors,90 Silver street Eltham,27246.02,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,90 Silver street Eltham,12029.34,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
License & Permits,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Superannuation,90 Silver street Eltham,1399.65,2023-05-01,2023-05-31,Other
Wages and Salaries,90 Silver street Eltham,13330.01,2023-05-01,2023-05-31,Other
Total Cost of Sales,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Income
Gross Profit,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Advertising,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Bank Fees,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Depreciation,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Filing fees,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Horse,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Interest Expense,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Office Expenses,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Subscriptions,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Travel - National,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,90 Silver street Eltham,0.0,2023-05-01,2023-05-31,Other
Sales,Mates Rates,0.0,2023-05-01,2023-05-31,Income
Total Trading Income,Mates Rates,0.0,2023-05-01,2023-05-31,Income
Contractors,Mates Rates,0.0,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,Mates Rates,4076.97,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,Mates Rates,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,Mates Rates,0.0,2023-05-01,2023-05-31,Other
License & Permits,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Superannuation,Mates Rates,252.95,2023-05-01,2023-05-31,Other
Wages and Salaries,Mates Rates,2409.09,2023-05-01,2023-05-31,Other
Total Cost of Sales,Mates Rates,0.0,2023-05-01,2023-05-31,Income
Gross Profit,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Advertising,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Bank Fees,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Depreciation,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Filing fees,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Horse,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Interest Expense,Mates Rates,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",Mates Rates,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Office Expenses,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Subscriptions,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Travel - National,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,Mates Rates,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,Mates Rates,0.0,2023-05-01,2023-05-31,Other
Sales,Overheads,0.0,2023-05-01,2023-05-31,Income
Total Trading Income,Overheads,0.0,2023-05-01,2023-05-31,Income
Contractors,Overheads,0.0,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,Overheads,2029.47,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,Overheads,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,Overheads,0.0,2023-05-01,2023-05-31,Other
License & Permits,Overheads,1142.18,2023-05-01,2023-05-31,Other
Superannuation,Overheads,117.12,2023-05-01,2023-05-31,Other
Wages and Salaries,Overheads,1115.39,2023-05-01,2023-05-31,Other
Total Cost of Sales,Overheads,0.0,2023-05-01,2023-05-31,Income
Gross Profit,Overheads,0.0,2023-05-01,2023-05-31,Other
Advertising,Overheads,3150.0,2023-05-01,2023-05-31,Other
Bank Fees,Overheads,18.86,2023-05-01,2023-05-31,Other
Depreciation,Overheads,357.99,2023-05-01,2023-05-31,Other
Filing fees,Overheads,652.0,2023-05-01,2023-05-31,Other
Horse,Overheads,154.74,2023-05-01,2023-05-31,Other
Insurance - Business,Overheads,2644.71,2023-05-01,2023-05-31,Other
Interest Expense,Overheads,225.77,2023-05-01,2023-05-31,Other
"Light, Power, Heating",Overheads,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,Overheads,3043.95,2023-05-01,2023-05-31,Other
Office Expenses,Overheads,596.73,2023-05-01,2023-05-31,Other
Protective Clothing,Overheads,2243.41,2023-05-01,2023-05-31,Other
Staff Education/Training,Overheads,100.0,2023-05-01,2023-05-31,Other
Subscriptions,Overheads,2409.82,2023-05-01,2023-05-31,Other
Telephone & Internet,Overheads,375.95,2023-05-01,2023-05-31,Other
Travel - National,Overheads,90.91,2023-05-01,2023-05-31,Other
Total Operating Expenses,Overheads,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,Overheads,0.0,2023-05-01,2023-05-31,Other
Sales,Unassigned,3673.0,2023-05-01,2023-05-31,Income
Total Trading Income,Unassigned,0.0,2023-05-01,2023-05-31,Income
Contractors,Unassigned,0.0,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,Unassigned,13.55,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,Unassigned,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,Unassigned,0.0,2023-05-01,2023-05-31,Other
License & Permits,Unassigned,0.0,2023-05-01,2023-05-31,Other
Superannuation,Unassigned,0.08,2023-05-01,2023-05-31,Other
Wages and Salaries,Unassigned,0.0,2023-05-01,2023-05-31,Other
Total Cost of Sales,Unassigned,0.0,2023-05-01,2023-05-31,Income
Gross Profit,Unassigned,0.0,2023-05-01,2023-05-31,Other
Advertising,Unassigned,0.0,2023-05-01,2023-05-31,Other
Bank Fees,Unassigned,0.0,2023-05-01,2023-05-31,Other
Depreciation,Unassigned,4175.74,2023-05-01,2023-05-31,Other
Filing fees,Unassigned,0.0,2023-05-01,2023-05-31,Other
Horse,Unassigned,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,Unassigned,0.0,2023-05-01,2023-05-31,Other
Interest Expense,Unassigned,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",Unassigned,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,Unassigned,0.0,2023-05-01,2023-05-31,Other
Office Expenses,Unassigned,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,Unassigned,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,Unassigned,0.0,2023-05-01,2023-05-31,Other
Subscriptions,Unassigned,0.0,2023-05-01,2023-05-31,Other
Telephone & Internet,Unassigned,0.0,2023-05-01,2023-05-31,Other
Travel - National,Unassigned,0.0,2023-05-01,2023-05-31,Other
Total Operating Expenses,Unassigned,0.0,2023-05-01,2023-05-31,Operating Expenses
Net Profit,Unassigned,0.0,2023-05-01,2023-05-31,Other
Sales,Total,0.0,2023-05-01,2023-05-31,Income
Total Trading Income,Total,0.0,2023-05-01,2023-05-31,Income
Contractors,Total,0.0,2023-05-01,2023-05-31,Cost of Sales
Cost of Goods Sold,Total,0.0,2023-05-01,2023-05-31,Cost of Sales
Hire of Equipment/Tools,Total,0.0,2023-05-01,2023-05-31,Cost of Sales
Insurance - Warranty,Total,0.0,2023-05-01,2023-05-31,Other
License & Permits,Total,0.0,2023-05-01,2023-05-31,Other
Superannuation,Total,0.0,2023-05-01,2023-05-31,Other
Wages and Salaries,Total,0.0,2023-05-01,2023-05-31,Other
Total Cost of Sales,Total,0.0,2023-05-01,2023-05-31,Income
Gross Profit,Total,0.0,2023-05-01,2023-05-31,Other
Advertising,Total,0.0,2023-05-01,2023-05-31,Other
Bank Fees,Total,0.0,2023-05-01,2023-05-31,Other
Depreciation,Total,0.0,2023-05-01,2023-05-31,Other
Filing fees,Total,0.0,2023-05-01,2023-05-31,Other
Horse,Total,0.0,2023-05-01,2023-05-31,Other
Insurance - Business,Total,0.0,2023-05-01,2023-05-31,Other
Interest Expense,Total,0.0,2023-05-01,2023-05-31,Other
"Light, Power, Heating",Total,0.0,2023-05-01,2023-05-31,Other
Motor Vehicle Expenses,Total,0.0,2023-05-01,2023-05-31,Other
Office Expenses,Total,0.0,2023-05-01,2023-05-31,Other
Protective Clothing,Total,0.0,2023-05-01,2023-05-31,Other
Staff Education/Training,Total,0.0,2023-05-01,2023-05-31,Other
Subscriptions,Total,0.0,2023-05-01,2023-05-31,Other
